timestamp,open,high,low,close,volume
2018-08-07,63.25,63.89,63.071,63.83,2151867
2018-08-06,63.53,63.84,62.92,63.38,1479961
2018-08-03,63.29,64.71,63.16,64.32,2129336
2018-08-02,62.97,63.255,62.5,63.17,2288170
2018-08-01,62.3,63.09,61.55,62.96,1988230
2018-07-31,61.99,62.99,61.82,62.6,3830279
2018-07-30,61.78,61.8,60.744,61.7,2137647
2018-07-27,62.27,64.13,61.12,61.81,3390178
2018-07-26,64.16,64.557,63.74,64.31,1815641
2018-07-25,63.42,64.42,63.295,63.97,1619673
2018-07-24,63.65,63.65,62.46,63.24,3362391
2018-07-23,63.39,64.0,63.1,63.73,3333312
2018-07-20,62.8,63.59,62.41,63.49,2424806
2018-07-19,61.75,63.01,61.59,62.77,1405934
2018-07-18,62.04,62.38,61.32,61.8,1199360
2018-07-17,62.88,62.9,62.01,62.14,1640097
2018-07-16,62.61,62.82,61.7355,62.59,1465028
2018-07-13,63.38,63.52,62.4,62.68,1172430
2018-07-12,63.28,63.38,62.84,63.16,879129
2018-07-11,63.27,63.569,62.8495,63.09,1132500
2018-07-10,63.32,63.65,62.92,63.25,1723664
2018-07-09,64.37,64.42,62.69,63.22,1876761
2018-07-06,63.93,64.46,63.8401,64.4,2047483
2018-07-05,62.8,63.93,62.12,63.83,1984301
2018-07-03,61.67,63.73,61.64,62.9,1328804
2018-07-02,62.51,62.87,61.12,62.08,2630593
2018-06-29,62.05,63.02,61.73,62.69,2995434
2018-06-28,60.02,63.45,59.56,62.36,3803737
2018-06-27,59.67,60.21,59.25,59.91,1751490
2018-06-26,59.58,59.89,59.25,59.44,2174470
2018-06-25,59.07,59.59,58.331,59.3,1716504
2018-06-22,58.8,59.21,58.38,59.05,2089092
2018-06-21,58.48,58.98,58.03,58.8,1576746
2018-06-20,57.14,58.5,57.03,58.38,1403529
2018-06-19,56.95,57.92,56.905,57.21,1861087
2018-06-18,57.4,57.76,56.6,57.0,1372073
2018-06-15,57.75,58.06,57.4,57.5,2888003
2018-06-14,57.0,57.94,57.0,57.64,1636357
2018-06-13,58.25,58.64,56.8,56.83,2362541
2018-06-12,58.01,58.6,57.91,58.31,2353726
2018-06-11,58.0,58.4,57.675,58.3,1308421
2018-06-08,57.78,58.06,57.51,57.99,977826
2018-06-07,57.52,57.95,57.15,57.59,1603524
2018-06-06,57.5,57.81,56.86,57.53,1377386
2018-06-05,57.98,58.195,57.39,57.41,2038162
