ticket_handle,game_handle,outcome_h_plus,outcome_h,outcome_t,outcome_v,outcome_v_plus
2598,76,0,0,1,0,0
2598,75,0,1,0,0,0
2598,74,0,0,1,0,0
2598,73,0,1,0,0,0
2598,72,0,1,0,0,0
2598,70,0,1,1,0,0
2598,91,0,0,1,0,0
2598,90,0,0,1,0,0
2598,93,0,0,1,0,0
2598,92,0,1,0,0,0
2598,69,0,1,1,0,0
2598,94,0,0,1,0,0
2598,79,0,0,1,0,0
2598,78,0,0,1,0,0
2598,10,0,0,0,0,0
2598,39,0,0,1,0,0
2598,12,0,0,0,1,1
2598,15,0,0,1,0,0
2598,58,0,0,0,0,0
2598,14,1,1,0,0,0
2598,16,0,0,1,0,0
2598,55,0,1,0,0,0
2598,18,0,0,1,0,0
2598,57,0,1,0,0,0
2598,56,0,0,0,0,0
2598,37,0,0,1,0,0
2598,50,0,0,0,1,1
2598,35,0,0,0,1,1
2598,34,0,0,0,0,0
2598,99,0,0,1,0,0
2598,59,1,1,0,0,0
2598,95,0,1,0,0,0
2598,63,0,1,0,0,0
2598,88,0,0,0,0,0
2598,47,0,0,0,1,1
2598,31,0,0,1,0,0
2599,37,0,0,1,0,0
2599,36,0,0,0,0,0
2599,53,0,1,0,0,0
2599,48,0,0,1,0,0
2599,49,0,1,0,0,0
2599,46,0,1,0,0,0
2599,47,0,0,1,0,0
2599,44,0,1,0,0,0
2599,45,0,1,0,0,0
2599,42,0,1,0,0,0
2599,43,0,1,0,0,0
2599,40,0,0,1,0,0
2599,41,0,0,0,0,0
2599,9,0,0,0,1,1
2599,8,0,1,0,0,0
2599,13,1,1,0,0,0
2599,38,0,1,0,0,0
2599,59,0,0,1,0,0
2599,11,0,0,1,0,0
2599,10,0,0,0,0,0
2599,39,0,1,0,0,0
2599,12,0,0,0,1,1
2599,15,0,0,0,1,1
2599,14,1,1,0,0,0
2599,17,0,0,0,0,0
2599,16,0,1,0,0,0
2599,19,1,1,0,0,0
2599,18,1,1,0,0,0
2599,57,0,1,0,0,0
2599,56,0,0,0,0,0
2599,51,0,0,0,0,0
2599,50,0,0,1,0,0
2599,35,0,1,0,0,0
2599,55,0,1,0,0,0
2599,54,0,0,0,0,0
2633,30,0,0,0,1,1
2633,54,0,0,0,0,0
2633,42,0,1,0,0,0
2633,48,0,0,0,0,0
2633,43,0,1,0,0,0
2633,60,0,0,0,0,0
2633,61,0,1,0,0,0
2633,62,0,1,0,0,0
2633,63,0,0,1,0,0
2633,64,0,1,0,0,0
2633,65,0,1,0,0,0
2633,66,0,0,1,0,0
2633,67,1,1,0,0,0
2633,68,0,0,1,0,0
2633,69,0,0,0,1,1
2633,34,0,1,0,0,0
2633,24,1,1,0,0,0
2633,25,0,0,0,1,1
2633,26,1,1,0,0,0
2633,27,1,1,0,0,0
2633,20,1,1,0,0,0
2633,21,0,0,0,1,1
2633,22,1,1,0,0,0
2633,49,0,0,0,0,0
2633,46,0,0,0,0,0
2633,23,1,1,0,0,0
2633,44,0,1,0,0,0
2633,45,0,0,1,0,0
2633,28,1,1,0,0,0
2633,29,0,0,1,0,0
2633,40,1,1,0,0,0
2633,41,0,0,1,0,0
2633,1,1,1,0,0,0
2633,35,0,0,1,0,0
2633,3,0,1,0,0,0
2633,2,0,0,0,1,1
2633,5,1,1,0,0,0
2633,4,1,1,0,0,0
2633,7,0,0,0,0,0
2633,6,0,1,0,0,0
2633,9,0,0,0,1,1
2633,39,0,0,0,0,0
2633,77,0,0,0,0,0
2633,76,0,1,0,0,0
2633,75,1,1,0,0,0
2633,74,0,0,0,1,1
2633,72,1,1,0,0,0
2633,71,1,1,0,0,0
2633,70,0,0,1,0,0
2633,32,1,1,0,0,0
2633,11,0,0,1,0,0
2633,10,0,0,1,0,0
2633,13,0,0,1,0,0
2633,12,0,0,1,0,0
2633,59,0,1,0,0,0
2633,58,0,1,0,0,0
2633,17,0,0,0,1,1
2633,38,0,0,1,0,0
2633,19,1,1,0,0,0
2633,18,0,0,0,1,1
2633,57,0,0,1,0,0
2633,56,0,0,1,0,0
2633,51,0,0,0,0,0
2633,36,1,1,0,0,0
2633,53,0,0,0,0,0
2633,52,0,1,0,0,0
2633,33,0,0,1,0,0
2633,55,0,0,0,0,0
2633,37,0,0,1,0,0
2633,47,0,1,0,0,0
2633,31,0,0,0,0,0
2633,50,0,0,1,0,0
2632,52,0,0,1,0,0
2632,30,0,1,0,0,0
2632,32,0,1,0,0,0
2632,28,1,1,0,0,0
2632,29,1,1,0,0,0
2632,60,0,0,0,0,0
2632,61,0,0,1,0,0
2632,62,0,0,0,0,0
2632,63,0,1,0,0,0
2632,64,0,0,1,0,0
2632,65,0,1,0,0,0
2632,66,0,0,0,0,0
2632,67,0,0,0,0,0
2632,82,1,1,0,0,0
2632,69,0,0,0,0,0
2632,80,1,1,0,0,0
2632,81,1,1,0,0,0
2632,24,1,1,0,0,0
2632,25,0,1,0,0,0
2632,27,0,0,0,0,0
2632,20,0,0,0,0,0
2632,21,0,0,0,0,0
2632,22,1,1,0,0,0
2632,23,1,1,0,0,0
2632,46,0,1,1,0,0
2632,47,1,1,0,0,0
2632,44,0,0,1,0,0
2632,45,0,0,0,0,0
2632,42,0,0,0,1,1
2632,43,1,1,0,0,0
2632,40,0,0,1,0,0
2632,41,0,1,0,0,0
2632,1,1,1,0,0,0
2632,35,0,0,0,0,0
2632,3,0,1,0,0,0
2632,2,0,0,0,1,1
2632,5,1,1,0,0,0
2632,4,1,1,0,0,0
2632,7,0,0,0,0,0
2632,6,0,1,0,0,0
2632,9,0,0,0,1,1
2632,96,0,0,0,0,0
2632,68,0,0,1,0,0
2632,49,0,1,0,0,0
2632,97,0,0,1,0,0
2632,13,0,0,1,0,0
2632,77,0,1,0,0,0
2632,98,0,0,1,0,0
2632,75,0,1,0,0,0
2632,74,0,0,1,0,0
2632,73,0,1,0,0,0
2632,72,0,1,0,0,0
2632,71,0,1,0,0,0
2632,70,0,0,0,0,0
2632,15,1,1,0,0,0
2632,95,0,0,1,0,0
2632,79,0,1,1,0,0
2632,78,0,1,0,0,0
2632,11,0,0,1,0,0
